date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:27	124/124	---MCZ	200	added ('OK')	text/plain	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/robots.txt		(from )
14:38:29	10006/10006	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/index.html	(from )
14:38:30	121200/121200	---MCZ	200	added ('OK')	text/css	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/dist/css/bootstrap.min.css	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/dist/css/bootstrap.min.css	(from https://getbootstrap.com/docs/3.3/)
14:38:30	22570/22570	---MCZ	200	added ('OK')	text/css	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/css/docs.min.css	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/css/docs.min.css	(from https://getbootstrap.com/docs/3.3/)
14:38:30	2130/2130	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/js/ie-emulation-modes-warning.js	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/js/ie-emulation-modes-warning.js	(from https://getbootstrap.com/docs/3.3/)
14:38:31	6140/6140	---M--	200	added ('OK')	image/png	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/apple-touch-icon.png	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/apple-touch-icon.png	(from https://getbootstrap.com/docs/3.3/)
14:38:33	65723/65723	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/getting-started/	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/getting-started/index.html	(from https://getbootstrap.com/docs/3.3/)
14:38:34	35266/35266	---MC-	200	added ('OK')	text/javascript	date:Fri,%2018%20May%202018%2001:10:24%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Walton/Desktop/fb/Bootstrap/www.google-analytics.com/analytics.js	(from https://getbootstrap.com/docs/3.3/)
14:38:34	278233/278233	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/css/	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/css/index.html	(from https://getbootstrap.com/docs/3.3/)
14:38:35	268039/268039	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/components/	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/components/index.html	(from https://getbootstrap.com/docs/3.3/)
14:38:35	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Jun%202018%2008:38:32%20GMT	https://getbootstrap.com/docs/3.3/getting-started	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/getting-started	(from https://getbootstrap.com/docs/3.3/)
14:38:35	14539/14539	---M--	200	added ('OK')	image/png	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/img/sass-less.png	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/img/sass-less.png	(from https://getbootstrap.com/docs/3.3/)
14:38:36	120554/120554	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/customize/	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/customize/index.html	(from https://getbootstrap.com/docs/3.3/)
14:38:36	6614/6614	---M--	200	added ('OK')	image/png	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/img/devices.png	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/img/devices.png	(from https://getbootstrap.com/docs/3.3/)
14:38:36	187504/187504	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/javascript/	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/javascript/index.html	(from https://getbootstrap.com/docs/3.3/)
14:38:36	2926/2926	---M--	200	added ('OK')	image/png	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/img/components.png	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/img/components.png	(from https://getbootstrap.com/docs/3.3/)
14:38:39	178413/178413	---M--	200	added ('OK')	image/png	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/img/bs-themes.png	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/img/bs-themes.png	(from https://getbootstrap.com/docs/3.3/)
14:38:43	159273/159273	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/img/expo-lyft.jpg	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/img/expo-lyft.jpg	(from https://getbootstrap.com/docs/3.3/)
14:38:43	161715/161715	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/img/expo-riot.jpg	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/img/expo-riot.jpg	(from https://getbootstrap.com/docs/3.3/)
14:38:44	198624/198624	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/img/expo-vogue.jpg	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/img/expo-vogue.jpg	(from https://getbootstrap.com/docs/3.3/)
14:38:44	201647/201647	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/img/expo-newsweek.jpg	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/img/expo-newsweek.jpg	(from https://getbootstrap.com/docs/3.3/)
14:38:45	14265/14265	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/about/	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/about/index.html	(from https://getbootstrap.com/docs/3.3/)
14:38:45	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%225813c5d7-247c%22	https://getbootstrap.com/docs/assets/js/vendor/jquery.min.js	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/assets/js/vendor/jquery.min.js	(from https://getbootstrap.com/docs/3.3/)
14:38:46	97163/97163	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	C:/Users/Walton/Desktop/fb/Bootstrap/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://getbootstrap.com/docs/3.3/)
14:38:46	37045/37045	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/dist/js/bootstrap.min.js	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/dist/js/bootstrap.min.js	(from https://getbootstrap.com/docs/3.3/)
14:38:46	47160/47160	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/js/docs.min.js	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/js/docs.min.js	(from https://getbootstrap.com/docs/3.3/)
14:38:48	641/641	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/assets/js/ie10-viewport-bug-workaround.js	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/assets/js/ie10-viewport-bug-workaround.js	(from https://getbootstrap.com/docs/3.3/)
14:38:49	3854/3854	---M--	200	added ('OK')	application/javascript	etag:%225b151365-f0e%22	http://secure.gaug.es/track.js	C:/Users/Walton/Desktop/fb/Bootstrap/secure.gaug.es/track.js	(from https://getbootstrap.com/docs/3.3/)
14:38:51	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regular.eot	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regular.eot	(from https://getbootstrap.com/docs/3.3/dist/css/bootstrap.min.css)
14:38:52	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regular.eot?	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regulard41d.eot	(from https://getbootstrap.com/docs/3.3/dist/css/bootstrap.min.css)
14:38:53	18028/18028	---M--	200	added ('OK')	font/woff2	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regular.woff2	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regular.woff2	(from https://getbootstrap.com/docs/3.3/dist/css/bootstrap.min.css)
14:38:54	23424/23424	---MCZ	200	added ('OK')	application/font-woff	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regular.woff	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regular.woff	(from https://getbootstrap.com/docs/3.3/dist/css/bootstrap.min.css)
14:38:55	45404/45404	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regular.ttf	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regular.ttf	(from https://getbootstrap.com/docs/3.3/dist/css/bootstrap.min.css)
14:38:55	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regular.svg	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/dist/fonts/glyphicons-halflings-regular.svg	(from https://getbootstrap.com/docs/3.3/dist/css/bootstrap.min.css)
14:38:56	22571/22571	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/examples/screenshots/starter-template.jpg	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/examples/screenshots/starter-template.jpg	(from https://getbootstrap.com/docs/3.3/getting-started/)
14:38:56	3227/3227	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/examples/starter-template/	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/examples/starter-template/index.html	(from https://getbootstrap.com/docs/3.3/getting-started/)
14:38:56	26496/26496	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/examples/theme/	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/examples/theme/index.html	(from https://getbootstrap.com/docs/3.3/getting-started/)
14:38:59	6641/6641	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20May%202018%2006:33:49%20GMT	https://getbootstrap.com/docs/3.3/examples/grid/	C:/Users/Walton/Desktop/fb/Bootstrap/getbootstrap.com/docs/3.3/examples/grid/index.html	(from https://getbootstrap.com/docs/3.3/getting-started/)
